year,actor,actorid,actor_type,conflictid,type,incomp,region,location,gwnoloc,gwnoloc2,gwnoloc3,gwnoloc4,conflictyear,interm,postc,pgm_id,state_prev,ai_prev,hrw_prev,selection,selection_ethnicity,selection_nationality,selection_religion,selection_age,selection_actor,selection_other,male,child,detainee,refugee,timing,timing_month,timing_military,timing_political,timing_errands,timing_search,location_text,location_camp,location_checkpoints,location_detention,location_private,location_school,public_public,public_semipublic,public_private,witness_family,witness_victims,witness_soldiers,witness_other,gang,byproxy,form,
1998,Uzbek Junbesh-e-Milli,2293,6,137,4,2,Asia,Afghanistan,700,0,0,0,1,0,0,206,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1999,Uzbek Junbesh-e-Milli,2293,6,137,4,2,Asia,Afghanistan,700,0,0,0,1,0,0,206,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2000,Uzbek Junbesh-e-Milli,2293,6,137,4,2,Asia,Afghanistan,700,0,0,0,1,0,0,206,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2001,Uzbek Junbesh-e-Milli,2293,6,137,4,2,Asia,Afghanistan,700,0,0,0,1,0,0,206,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2002,Uzbek Junbesh-e-Milli,2293,6,137,4,2,Asia,Afghanistan,700,0,0,0,0,1,0,206,0,0,1,1,Pashtun,-99,-99,-99,-99,-99,0,1,0,0,after fall of Taliban,-99,0,0,0,0,north,0,0,0,0,0,0,0,0,0,0,0,-99,1,0,rape,
2003,Uzbek Junbesh-e-Milli,2293,6,137,4,2,Asia,Afghanistan,700,0,0,0,1,0,0,206,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2004,Uzbek Junbesh-e-Milli,2293,6,137,4,2,Asia,Afghanistan,700,0,0,0,1,0,0,206,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2005,Uzbek Junbesh-e-Milli,2293,6,137,4,2,Asia,Afghanistan,700,0,0,0,1,0,0,206,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2006,Uzbek Junbesh-e-Milli,2293,6,137,4,2,Asia,Afghanistan,700,0,0,0,1,0,0,206,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2007,Uzbek Junbesh-e-Milli,2293,6,137,4,2,Asia,Afghanistan,700,0,0,0,1,0,0,206,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2008,Uzbek Junbesh-e-Milli,2293,6,137,4,2,Asia,Afghanistan,700,0,0,0,1,0,0,206,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2009,Uzbek Junbesh-e-Milli,2293,6,137,4,2,Asia,Afghanistan,700,0,0,0,1,0,0,206,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1989,village defence force,2326,6,137,4,2,Asia,Afghanistan,700,0,0,0,1,0,0,203,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1990,village defence force,2326,6,137,4,2,Asia,Afghanistan,700,0,0,0,1,0,0,203,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1991,village defence force,2326,6,137,4,2,Asia,Afghanistan,700,0,0,0,1,0,0,203,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1992,village defence force,2326,6,137,4,2,Asia,Afghanistan,700,0,0,0,1,0,0,203,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1993,village defence force,2326,6,137,4,2,Asia,Afghanistan,700,0,0,0,1,0,0,203,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2001,Sherzai,2352,6,137,4,2,Asia,Afghanistan,700,0,0,0,1,0,0,216,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2002,Sherzai,2352,6,137,4,2,Asia,Afghanistan,700,0,0,0,0,1,0,216,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2003,Sherzai,2352,6,137,4,2,Asia,Afghanistan,700,0,0,0,1,0,0,216,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2004,Sherzai,2352,6,137,4,2,Asia,Afghanistan,700,0,0,0,1,0,0,216,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2005,Sherzai,2352,6,137,4,2,Asia,Afghanistan,700,0,0,0,1,0,0,216,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2006,Sherzai,2352,6,137,4,2,Asia,Afghanistan,700,0,0,0,1,0,0,216,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2007,Sherzai,2352,6,137,4,2,Asia,Afghanistan,700,0,0,0,1,0,0,216,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2008,Sherzai,2352,6,137,4,2,Asia,Afghanistan,700,0,0,0,1,0,0,216,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2009,Sherzai,2352,6,137,4,2,Asia,Afghanistan,700,0,0,0,1,0,0,216,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1989,India,750,1,139,3,2,Asia,India,750,0,0,0,0,1,0,-99,0,2,-99,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,rape,
1990,India,750,1,139,3,2,Asia,India,750,0,0,0,0,1,0,-99,0,0,-99,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1991,India,750,1,139,3,2,Asia,India,750,0,0,0,0,1,0,-99,0,1,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,June,6,0,0,0,0,Gachipara village in Tripura's Dharma Nagar district,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,rape,
1992,India,750,1,139,3,2,Asia,India,750,0,0,0,1,0,0,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1993,India,750,1,139,3,2,Asia,India,750,0,0,0,1,0,0,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1994,India,750,1,139,3,2,Asia,India,750,0,0,0,0,1,0,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1995,India,750,1,139,3,2,Asia,India,750,0,0,0,1,0,0,-99,0,1,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,April,4,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,rape,
1996,India,750,1,139,3,2,Asia,India,750,0,0,0,0,1,0,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1997,India,750,1,139,3,2,Asia,India,750,0,0,0,1,0,0,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1998,India,750,1,139,3,2,Asia,India,750,0,0,0,1,0,0,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1999,India,750,1,139,3,2,Asia,India,750,0,0,0,1,0,0,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2000,India,750,1,139,3,2,Asia,India,750,0,0,0,1,0,0,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2001,India,750,1,139,3,2,Asia,India,750,0,0,0,1,0,0,-99,1,0,0,0,-99,-99,-99,-99,-99,-99,0,1,1,0,-99,-99,0,0,0,0,Manu police station in Dhalai district,0,0,1,0,0,0,0,0,0,0,0,-99,1,0,rape,
2002,India,750,1,139,3,2,Asia,India,750,0,0,0,1,0,0,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2003,India,750,1,139,3,2,Asia,India,750,0,0,0,1,0,0,-99,0,0,-99,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2004,India,750,1,139,3,2,Asia,India,750,0,0,0,1,0,0,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2005,India,750,1,139,3,2,Asia,India,750,0,0,0,0,1,0,-99,1,0,0,0,-99,-99,-99,-99,-99,-99,0,1,0,0,February,2,0,0,0,0,West Tripura district,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,rape,
2006,India,750,1,139,3,2,Asia,India,750,0,0,0,1,0,0,-99,1,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,in February during anti-insurgency operations,2,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,rape,
2007,India,750,1,139,3,2,Asia,India,750,0,0,0,0,0,1,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2008,India,750,1,139,3,2,Asia,India,750,0,0,0,0,0,1,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2009,India,750,1,139,3,2,Asia,India,750,0,0,0,0,0,1,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1989,TNV,1148,3,139,3,1,Asia,India,750,0,0,0,0,0,1,-99,0,0,-99,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1990,TNV,1148,3,139,3,1,Asia,India,750,0,0,0,0,0,1,-99,0,0,-99,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1991,TNV,1148,3,139,3,1,Asia,India,750,0,0,0,0,0,1,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1992,TNV,1148,3,139,3,1,Asia,India,750,0,0,0,0,0,1,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1993,TNV,1148,3,139,3,1,Asia,India,750,0,0,0,0,0,1,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1992,ATTF,1149,3,139,3,1,Asia,India,750,0,0,0,1,0,0,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1993,ATTF,1149,3,139,3,1,Asia,India,750,0,0,0,1,0,0,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1994,ATTF,1149,3,139,3,1,Asia,India,750,0,0,0,0,1,0,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1995,ATTF,1149,3,139,3,1,Asia,India,750,0,0,0,0,1,0,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1996,ATTF,1149,3,139,3,1,Asia,India,750,0,0,0,0,1,0,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1997,ATTF,1149,3,139,3,1,Asia,India,750,0,0,0,1,0,0,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1998,ATTF,1149,3,139,3,1,Asia,India,750,0,0,0,1,0,0,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1999,ATTF,1149,3,139,3,1,Asia,India,750,0,0,0,1,0,0,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2000,ATTF,1149,3,139,3,1,Asia,India,750,0,0,0,0,0,1,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2001,ATTF,1149,3,139,3,1,Asia,India,750,0,0,0,0,0,1,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2002,ATTF,1149,3,139,3,1,Asia,India,750,0,0,0,0,0,1,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2003,ATTF,1149,3,139,3,1,Asia,India,750,0,0,0,0,0,1,-99,0,0,-99,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2004,ATTF,1149,3,139,3,1,Asia,India,750,0,0,0,0,0,1,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1995,NLFT,1150,3,139,3,1,Asia,India,750,0,0,0,1,0,0,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1996,NLFT,1150,3,139,3,1,Asia,India,750,0,0,0,0,1,0,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1997,NLFT,1150,3,139,3,1,Asia,India,750,0,0,0,1,0,0,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1998,NLFT,1150,3,139,3,1,Asia,India,750,0,0,0,1,0,0,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1999,NLFT,1150,3,139,3,1,Asia,India,750,0,0,0,1,0,0,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2000,NLFT,1150,3,139,3,1,Asia,India,750,0,0,0,1,0,0,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2001,NLFT,1150,3,139,3,1,Asia,India,750,0,0,0,1,0,0,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2002,NLFT,1150,3,139,3,1,Asia,India,750,0,0,0,1,0,0,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2003,NLFT,1150,3,139,3,1,Asia,India,750,0,0,0,1,0,0,-99,0,0,-99,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2004,NLFT,1150,3,139,3,1,Asia,India,750,0,0,0,1,0,0,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2005,NLFT,1150,3,139,3,1,Asia,India,750,0,0,0,0,1,0,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2006,NLFT,1150,3,139,3,1,Asia,India,750,0,0,0,1,0,0,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2007,NLFT,1150,3,139,3,1,Asia,India,750,0,0,0,0,0,1,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2008,NLFT,1150,3,139,3,1,Asia,India,750,0,0,0,0,0,1,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2009,NLFT,1150,3,139,3,1,Asia,India,750,0,0,0,0,0,1,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1989,Nicaragua,93,1,140,3,2,Americas,Nicaragua,93,0,0,0,1,0,0,-99,0,0,-99,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1990,Nicaragua,93,1,140,3,2,Americas,Nicaragua,93,0,0,0,1,0,0,-99,0,0,-99,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1991,Nicaragua,93,1,140,3,2,Americas,Nicaragua,93,0,0,0,0,0,1,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1992,Nicaragua,93,1,140,3,2,Americas,Nicaragua,93,0,0,0,0,0,1,-99,0,0,-99,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1993,Nicaragua,93,1,140,3,2,Americas,Nicaragua,93,0,0,0,0,0,1,-99,1,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,during field operations,-99,1,0,0,0,Central Zelaya region,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,rape,
1994,Nicaragua,93,1,140,3,2,Americas,Nicaragua,93,0,0,0,0,0,1,-99,0,0,-99,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1995,Nicaragua,93,1,140,3,2,Americas,Nicaragua,93,0,0,0,0,0,1,-99,0,0,-99,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1989,Contras/FDN,1620,3,140,3,2,Americas,Nicaragua,93,0,0,0,1,0,0,-99,0,0,-99,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1990,Contras/FDN,1620,3,140,3,2,Americas,Nicaragua,93,0,0,0,1,0,0,-99,0,0,-99,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1991,Contras/FDN,1620,3,140,3,2,Americas,Nicaragua,93,0,0,0,0,0,1,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1992,Contras/FDN,1620,3,140,3,2,Americas,Nicaragua,93,0,0,0,0,0,1,-99,0,0,-99,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1993,Contras/FDN,1620,3,140,3,2,Americas,Nicaragua,93,0,0,0,0,0,1,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1994,Contras/FDN,1620,3,140,3,2,Americas,Nicaragua,93,0,0,0,0,0,1,-99,0,0,-99,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1995,Contras/FDN,1620,3,140,3,2,Americas,Nicaragua,93,0,0,0,0,0,1,-99,0,0,-99,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1989,Sandinista Popular/People's Militias,2240,6,140,3,2,Americas,Nicaragua,93,0,0,0,1,0,0,358,0,0,-99,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1990,Sandinista Popular/People's Militias,2240,6,140,3,2,Americas,Nicaragua,93,0,0,0,1,0,0,358,0,0,-99,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1991,Sandinista Popular/People's Militias,2240,6,140,3,2,Americas,Nicaragua,93,0,0,0,0,0,1,358,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1992,Sandinista Popular/People's Militias,2240,6,140,3,2,Americas,Nicaragua,93,0,0,0,0,0,1,358,0,0,-99,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1993,Sandinista Popular/People's Militias,2240,6,140,3,2,Americas,Nicaragua,93,0,0,0,0,0,1,358,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1989,Somalia,520,1,141,3,2,Africa,Somalia,520,0,0,0,1,0,0,-99,1,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,rape,
1990,Somalia,520,1,141,3,2,Africa,Somalia,520,0,0,0,1,0,0,-99,1,0,0,0,-99,-99,-99,-99,-99,-99,0,1,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,rape,
1991,Somalia,520,1,141,3,2,Africa,Somalia,520,0,0,0,1,0,0,-99,0,0,1,0,-99,-99,-99,-99,-99,-99,0,0,0,0,“of repeated sweeps and occupations”,-99,1,0,0,0,"""Bay and Juba regions""",0,0,0,0,0,0,0,0,0,0,0,-99,0,0,rape,
1992,Somalia,520,1,141,3,2,Africa,Somalia,520,0,0,0,1,0,0,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1993,Somalia,520,1,141,3,2,Africa,Somalia,520,0,0,0,1,0,0,-99,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1994,Somalia,520,1,141,3,2,Africa,Somalia,520,0,0,0,1,0,0,-99,0,0,-99,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
